,Name,Users
4113,valsad,489062
4114,395006,297048
4115,395010,201470
4116,394210,200058
4117,395004,147473
4118,395003,145856
4119,382350,142849
4120,396191,130996
4121,382415,121750
4122,382345,113956
4123,385535,110989
4124,ahmadabad,3209841
4125,surat,2633443
4126,vadodara,1127636
4127,rajkot,726817
4128,gandhinagar,658428
4129,banas kantha,645073
4130,bharuch,588777
4131,kachchh,543585
4132,mahesana,536645
4133,valsad,524614
4134,395006,317597
4135,395010,215717
4136,394210,214776
4137,395004,157608
4138,395003,156006
4139,382350,152795
4140,396191,140329
4141,382415,130437
4142,382345,121975
4143,385535,119329
4144,ahmadabad,3445024
4145,surat,2830392
4146,vadodara,1210266
4147,rajkot,782611
4148,gandhinagar,706654
4149,banas kantha,698841
4150,bharuch,634589
4151,kachchh,587589
4152,mahesana,578072
4153,valsad,565423
4154,395006,340436
4155,395010,231725
4156,394210,231353
4157,395004,168968
4158,395003,167307
4159,382350,163762
4160,396191,150868
4161,382415,140098
4162,382345,130967
4163,385535,128886
4164,ahmadabad,3679243
4165,surat,3026960
4166,vadodara,1292097
4167,rajkot,837869
4168,gandhinagar,754369
4169,banas kantha,751116
4170,bharuch,679705
4171,kachchh,630878
4172,mahesana,618376
4173,valsad,605655
4174,395006,363595
4175,394210,247983
4176,395010,247597
4177,395004,180294
4178,395003,178606
4179,382350,174821
4180,396191,161460
4181,382415,149751
4182,382345,139819
4183,385535,138286
4184,ahmadabad,3897869
4185,surat,3210535
4186,vadodara,1368210
4187,rajkot,889499
4188,banas kantha,802470
4189,gandhinagar,799301
4190,bharuch,722367
4191,kachchh,671465
4192,mahesana,656908
4193,valsad,643742
4194,395006,385040
4195,394210,263596
4196,395010,262287
4197,395004,190769
4198,395003,189101
4199,382350,185001
4200,396191,171443
4201,382415,158818
4202,382345,148068
4203,385535,147477
4204,ahmadabad,4105172
4205,surat,3385398
4206,vadodara,1440949
4207,rajkot,937863
4208,banas kantha,849884
4209,gandhinagar,841732
4210,bharuch,762752
4211,kachchh,709339
4212,mahesana,692794
4213,valsad,679340
4214,395006,405477
4215,394210,278453
4216,395010,276339
4217,395004,200828
4218,395003,199079
4219,382350,194725
4220,396191,180851
4221,382415,167419
4222,385535,156144
4223,382345,155908
4224,ahmadabad,4319512
4225,surat,3567767
4226,vadodara,1515556
4227,rajkot,986904
4228,banas kantha,896869
4229,gandhinagar,885535
4230,bharuch,803845
4231,kachchh,747079
4232,mahesana,729723
4233,valsad,716467
4234,395006,426968
4235,394210,294155
4236,395010,290935
4237,395004,211361
4238,395003,209495
4239,382350,204832
4240,396191,190805
4241,382415,176390
4242,385535,164910
4243,382345,164109
4244,ahmadabad,4530853
4245,surat,3747780
4246,vadodara,1587831
4247,rajkot,1033159
4248,banas kantha,939693
4249,gandhinagar,927585
4250,bharuch,842519
4251,kachchh,781383
4252,mahesana,763693
4253,valsad,751767
4254,395006,448463
4255,394210,309875
4256,395010,305674
4257,395004,221859
4258,395003,219947
4259,382350,214911
4260,396191,200547
4261,382415,185450
4262,385535,173196
4263,382345,172424
4264,ahmadabad,4734630
4265,surat,3919829
4266,vadodara,1658232
4267,rajkot,1079736
4268,banas kantha,985280
4269,gandhinagar,968586
4270,bharuch,881508
4271,kachchh,817441
4272,mahesana,798353
4273,valsad,786811
4274,395006,468935
4275,394210,324796
4276,395010,319666
4277,395004,231760
4278,395003,229820
4279,382350,224592
4280,396191,209998
4281,382415,193969
4282,385535,181611
4283,382345,180196
4284,ahmadabad,4913610
4285,surat,4076929
4286,vadodara,1721431
4287,rajkot,1123115
4288,banas kantha,1030499
4289,gandhinagar,1005603
4290,bharuch,917746
4291,kachchh,853047
4292,mahesana,831177
4293,valsad,818831
4294,395006,487460
4295,394210,338493
4296,395010,332086
4297,395004,240529
4298,395003,238544
4299,382350,232887
4300,396191,218210
4301,382415,201581
4302,385535,189519
4303,382345,187051
4304,ahmadabad,5105557
4305,surat,4238878
4306,vadodara,1789238
4307,rajkot,1167848
4308,banas kantha,1074757
4309,gandhinagar,1044993
4310,bharuch,955541
4311,kachchh,888857
4312,mahesana,864845
4313,valsad,852301
4314,395006,506393
4315,394210,352544
4316,395010,344989
4317,395004,249980
4318,395003,247906
4319,382350,241927
4320,396191,226937
4321,382415,209511
4322,385535,197500
4323,382345,194466
4324,gurugram,474081
4325,faridabad,231504
4326,hisar,113872
4327,rewari,85350
4328,sonipat,79638
4329,panipat,74739
4330,karnal,73612
4331,sirsa,70800
4332,rohtak,62452
4333,bhiwani,57585
4334,122001,82656
4335,121004,52178
4336,121003,48088
4337,122002,42709
4338,122006,42454
4339,121001,42239
4340,124001,36966
4341,123401,34462
4342,122051,33437
4343,132001,31575
4344,gurugram,621718
4345,faridabad,306358
4346,hisar,147599
4347,rewari,113056
4348,sonipat,106837
4349,panipat,101243
4350,karnal,98276
4351,sirsa,91908
4352,rohtak,82822
4353,bhiwani,75485
4354,122001,107275
4355,121004,69412
4356,121003,63458
4357,121001,56154
4358,122002,55528
4359,122006,54489
4360,124001,48721
4361,123401,44946
4362,122051,44764
4363,132001,41673
4364,gurugram,767369
4365,faridabad,383316
4366,hisar,176380
4367,rewari,138368
4368,sonipat,132705
4369,panipat,124290
4370,karnal,121471
4371,sirsa,109165
4372,rohtak,101649
4373,ambala,92472
4374,122001,130847
4375,121004,86428
4376,121003,78699
4377,121001,71428
4378,122002,68873
4379,122006,67331
4380,124001,59016
4381,123401,54477
4382,122051,54363
4383,132001,50845
4384,gurugram,967781
4385,faridabad,521996
4386,hisar,210671
4387,rewari,172035
4388,sonipat,165599
4389,panipat,153137
4390,karnal,149062
4391,sirsa,127874
4392,rohtak,124365
4393,jhajjar,114488
4394,122001,163556
4395,121004,117034
4396,121003,103920
4397,121001,101287
4398,122002,86547
4399,122006,85334
4400,124001,71218
4401,122051,67543
4402,123401,67235
4403,122004,64480
4404,gurugram,1159832
4405,faridabad,634024
4406,hisar,245236
4407,rewari,207051
4408,sonipat,199593
4409,panipat,181548
4410,karnal,177042
4411,rohtak,147392
4412,sirsa,146936
4413,palwal,141953
4414,122001,194366
4415,121004,144318
4416,121003,125626
4417,121001,122040
4418,122002,102287
4419,122006,101815
4420,124001,83228
4421,122051,81253
4422,121102,80409
4423,123401,80255
4424,gurugram,1307319
4425,faridabad,716593
4426,hisar,277720
4427,rewari,238349
4428,sonipat,230883
4429,panipat,208172
4430,karnal,204255
4431,rohtak,169372
4432,palwal,165665
4433,sirsa,163468
4434,122001,217913
4435,121004,164350
4436,121003,141046
4437,121001,138083
4438,122002,115060
4439,122006,114395
4440,124001,94885
4441,121102,93648
4442,123401,92297
4443,122051,90453
4444,gurugram,1447473
4445,faridabad,792884
4446,hisar,308179
4447,rewari,266893
4448,sonipat,261554
4449,panipat,235346
4450,karnal,230603
4451,rohtak,190137
4452,palwal,188217
4453,jhajjar,185095
4454,122001,239679
4455,121004,182786
4456,121003,155581
4457,121001,152399
4458,122002,126886
4459,122006,126740
4460,121102,106171
4461,124001,105974
4462,123401,103749
4463,122004,99827
4464,gurugram,1574240
4465,faridabad,862595
4466,hisar,339753
4467,rewari,294161
4468,sonipat,291479
4469,panipat,262435
4470,karnal,255280
4471,rohtak,209750
4472,palwal,209434
4473,jhajjar,206377
4474,122001,258880
4475,121004,201072
4476,121003,169105
4477,121001,164555
4478,122006,137295
4479,122002,136781
4480,121102,117172
4481,124001,115727
4482,123401,113575
4483,122004,109845
4484,gurugram,1700505
4485,faridabad,935992
4486,hisar,382469
4487,sonipat,325111
4488,rewari,323001
4489,panipat,293916
4490,karnal,283270
4491,palwal,233542
4492,rohtak,231317
4493,jhajjar,230059
4494,122001,277400
4495,121004,220431
4496,121003,183564
4497,121001,177159
4498,122006,147672
4499,122002,146453
4500,121102,129418
4501,124001,126121
4502,123401,124071
4503,122004,120068
4504,gurugram,1809777
4505,faridabad,1010271
4506,hisar,417164
4507,sonipat,362890
4508,rewari,354024
4509,panipat,324833
4510,karnal,313828
4511,palwal,259528
4512,jhajjar,256581
4513,rohtak,254647
4514,122001,293479
4515,121004,239658
4516,121003,198248
4517,121001,190142
4518,122006,157703
4519,122002,154797
4520,121102,142490
4521,124001,136592
4522,123401,135535
4523,122004,127957
4524,gurugram,1949331
4525,faridabad,1094570
4526,hisar,453910
4527,sonipat,402001
4528,rewari,388025
4529,panipat,357830
4530,karnal,344289
4531,palwal,285223
4532,jhajjar,284852
4533,rohtak,280325
4534,122001,314031
4535,121004,261230
4536,121003,214022
4537,121001,205343
4538,122006,170596
4539,122002,165039
4540,121102,155722
4541,124001,149067
4542,123401,148188
4543,122004,138271
4544,gurugram,2104240
4545,faridabad,1182635
4546,hisar,490971
4547,sonipat,441088
4548,rewari,421106
4549,panipat,391952
4550,karnal,374733
4551,jhajjar,313144
4552,palwal,310698
4553,rohtak,305922
4554,122001,336803
4555,121004,283882
4556,121003,230786
4557,121001,221002
4558,122006,184356
4559,122002,176881
4560,121102,169232
4561,124001,161912
4562,123401,160526
4563,122004,150225
4564,gurugram,2262589
4565,faridabad,1272506
4566,hisar,526528
4567,sonipat,475192
4568,rewari,453500
4569,panipat,423131
4570,karnal,402850
4571,jhajjar,337303
4572,palwal,335048
4573,rohtak,329147
4574,122001,361360
4575,121004,306230
4576,121003,247955
4577,121001,237542
4578,122006,198022
4579,122002,189395
4580,121102,182342
4581,124001,173733
4582,123401,172665
4583,122004,162301
4584,gurugram,2416391
4585,faridabad,1360855
4586,hisar,564047
4587,sonipat,510058
4588,rewari,485784
4589,panipat,454218
4590,karnal,432042
4591,jhajjar,362160
4592,palwal,359544
4593,rohtak,353305
4594,122001,385555
4595,121004,328000
4596,121003,264861
4597,121001,254045
4598,122006,211281
4599,122002,201795
4600,121102,195621
4601,124001,186059
4602,123401,184718
4603,122004,173740
4604,gurugram,2589324
4605,faridabad,1459758
4606,hisar,606513
4607,sonipat,549613
4608,rewari,522734
4609,panipat,489226
4610,karnal,464990
4611,jhajjar,390612
4612,palwal,387557
4613,rohtak,380370
4614,122001,412737
4615,121004,352312
4616,121003,284042
4617,121001,272333
4618,122006,226097
4619,122002,215608
4620,121102,210637
4621,124001,199561
4622,123401,198439
4623,122004,186579
4624,gurugram,2764490
4625,faridabad,1559756
4626,hisar,648827
4627,sonipat,588700
4628,rewari,559494
4629,panipat,523678
4630,karnal,497166
4631,jhajjar,418950
4632,palwal,415495
4633,rohtak,407245
4634,122001,440178
4635,121004,376910
4636,121003,303566
4637,121001,290827
4638,122006,241050
4639,122002,229524
4640,121102,225645
4641,124001,213051
4642,123401,212046
4643,122004,199804
4644,gurugram,2929873
4645,faridabad,1654074
4646,hisar,689980
4647,sonipat,626016
4648,rewari,595001
4649,panipat,556104
4650,karnal,527415
4651,jhajjar,445888
4652,palwal,441872
4653,rohtak,432623
4654,122001,465984
4655,121004,400283
4656,121003,321859
4657,121001,308144
4658,122006,255061
4659,122002,242575
4660,121102,239809
4661,124001,225735
4662,123401,225100
4663,122004,212387
4664,gurugram,3088176
4665,faridabad,1743764
4666,hisar,727942
4667,sonipat,661278
4668,rewari,628614
4669,panipat,587006
4670,karnal,555939
4671,jhajjar,471357
4672,palwal,466861
4673,rohtak,456537
4674,122001,490709
4675,121004,422488
4676,121003,339295
4677,121001,324650
4678,122006,268387
4679,122002,255084
4680,121102,253094
4681,124001,237736
4682,123401,237454
4683,122004,224546
4684,gurugram,3251792
4685,faridabad,1837594
4686,hisar,766206
4687,sonipat,697349
4688,rewari,663418
4689,panipat,618937
4690,karnal,584928
4691,jhajjar,497580
4692,palwal,492837
4693,rohtak,481082
4694,122001,516313
4695,121004,445822
4696,121003,357581
4697,121001,341866
4698,122006,282229
4699,122002,267850
4700,121102,266955
4701,123401,250221
4702,124001,250178
4703,122004,237160
4704,gurugram,3416098
4705,faridabad,1930743
4706,hisar,801156
4707,sonipat,731324
4708,rewari,696113
4709,panipat,649292
4710,karnal,611868
4711,jhajjar,521692
4712,palwal,516553
4713,rohtak,504058
4714,122001,542209
4715,121004,468607
4716,121003,376201
4717,121001,358891
4718,122006,296184
4719,122002,280688
4720,121102,279801
4721,124001,262578
4722,123401,262455
4723,122004,249924
4724,gurugram,3572322
4725,faridabad,2018956
4726,hisar,846309
4727,sonipat,764865
4728,rewari,728428
4729,panipat,679052
4730,karnal,638547
4731,jhajjar,545862
4732,palwal,540064
4733,rohtak,527046
4734,122001,566889
4735,121004,490243
4736,121003,393759
4737,121001,374984
4738,122006,309366
4739,122002,292936
4740,121102,292301
4741,123401,274345
4742,124001,274341
4743,122004,262041
4744,gurugram,3707352
4745,faridabad,2097648
4746,hisar,879031
4747,sonipat,796213
4748,rewari,757958
4749,panipat,706703
4750,karnal,664313
4751,jhajjar,568479
4752,palwal,562608
4753,rohtak,547825
4754,122001,587988
4755,121004,509776
4756,121003,409084
4757,121001,389395
4758,122006,320750
4759,121102,304262
4760,122002,303350
4761,123401,285072
4762,124001,284505
4763,122004,272545
4764,gurugram,3846607
4765,faridabad,2177737
4766,hisar,913340
4767,sonipat,828230
4768,rewari,788131
4769,panipat,735266
4770,karnal,690422
4771,jhajjar,591881
4772,palwal,585232
4773,rohtak,570001
4774,122001,609934
4775,121004,529674
4776,121003,424936
4777,121001,404005
4778,122006,332314
4779,121102,316110
4780,122002,314298
4781,123401,296212
4782,124001,295520
4783,122004,283114
4784,solan,50035
4785,kangra,39016
4786,shimla,28214
4787,mandi,26238
4788,sirmaur,15880
4789,hamirpur,15614
4790,kullu,15318
4791,una,13234
4792,bilaspur,11975
4793,chamba,8678
4794,173205,21409
4795,174101,10157
4796,173025,6327
4797,175131,4677
4798,171001,4527
4799,173212,4335
4800,175001,3744
4801,176001,2951
4802,176061,2940
4803,174303,2912
4804,solan,68950
4805,kangra,54828
4806,shimla,38590
4807,mandi,36126
4808,sirmaur,22379
4809,hamirpur,21374
4810,kullu,21077
4811,una,18691
4812,bilaspur,16531
4813,chamba,12259
4814,173205,29254
4815,174101,13908
4816,173025,8719
4817,175131,6220
4818,173212,5964
4819,171001,5918
4820,175001,4890
4821,174303,4234
4822,176001,4023
4823,176061,4020
4824,solan,88724
4825,kangra,71494
4826,shimla,49820
4827,mandi,45876
4828,sirmaur,28959
4829,hamirpur,27915
4830,kullu,26840
4831,una,24952
4832,bilaspur,21030
4833,chamba,16157
4834,173205,37149
4835,174101,17987
4836,173025,11142
4837,173212,7941
4838,175131,7758
4839,171001,7505
4840,175001,6192
4841,174303,5563
4842,176001,5268
4843,176061,5008
4844,solan,113278
4845,kangra,92887
4846,shimla,64640
4847,mandi,58526
4848,sirmaur,38194
4849,hamirpur,35979
4850,kullu,34719
4851,una,32451
4852,bilaspur,26517
4853,chamba,21538
4854,173205,46448
4855,174101,22954
4856,173025,14237
4857,173212,10405
4858,175131,9879
4859,171001,9492
4860,175001,7597
4861,174303,6982
4862,176001,6667
